# Time (s), Wind Speed (m/s), Blade Displacement (m), Tower Displacement (m)
0.000000	7.354000	0.000000	0.000000
0.010000	7.365000	0.000286	0.000000
0.020000	7.377000	0.001140	0.000000
0.030000	7.389000	0.002553	0.000001
0.040000	7.401000	0.004516	0.000002
0.050000	7.413000	0.007020	0.000005
0.060000	7.425000	0.010055	0.000011
0.070000	7.438000	0.013610	0.000020
0.080000	7.452000	0.017675	0.000033
0.090000	7.468000	0.022238	0.000052
0.100000	7.486000	0.027288	0.000079
0.110000	7.507000	0.032813	0.000114
0.120000	7.530000	0.038802	0.000160
0.130000	7.554000	0.045242	0.000218
0.140000	7.579000	0.052122	0.000290
0.150000	7.602000	0.059430	0.000379
0.160000	7.623000	0.067153	0.000487
0.170000	7.638000	0.075280	0.000615
0.180000	7.648000	0.083793	0.000767
0.190000	7.650000	0.092675	0.000945
0.200000	7.643000	0.101908	0.001152
0.210000	7.629000	0.111473	0.001390
0.220000	7.608000	0.121351	0.001661
0.230000	7.582000	0.131523	0.001970
0.240000	7.553000	0.141968	0.002319
0.250000	7.524000	0.152666	0.002710
0.260000	7.497000	0.163595	0.003146
0.270000	7.477000	0.174734	0.003632
0.280000	7.466000	0.186060	0.004169
0.290000	7.464000	0.197551	0.004761
0.300000	7.475000	0.209192	0.005410
0.310000	7.497000	0.220969	0.006120
0.320000	7.530000	0.232870	0.006894
0.330000	7.573000	0.244884	0.007734
0.340000	7.623000	0.256998	0.008645
0.350000	7.678000	0.269201	0.009628
0.360000	7.736000	0.281483	0.010688
0.370000	7.794000	0.293833	0.011826
0.380000	7.849000	0.306241	0.013046
0.390000	7.899000	0.318695	0.014350
0.400000	7.943000	0.331188	0.015740
0.410000	7.980000	0.343710	0.017220
0.420000	8.009000	0.356251	0.018792
0.430000	8.031000	0.368803	0.020457
0.440000	8.045000	0.381357	0.022220
0.450000	8.051000	0.393907	0.024081
0.460000	8.051000	0.406446	0.026042
0.470000	8.042000	0.418956	0.028106
0.480000	8.027000	0.431414	0.030275
0.490000	8.003000	0.443800	0.032551
0.500000	7.971000	0.456093	0.034936
0.510000	7.932000	0.468272	0.037431
0.520000	7.885000	0.480321	0.040039
0.530000	7.830000	0.492221	0.042761
0.540000	7.771000	0.503954	0.045597
0.550000	7.707000	0.515505	0.048550
0.560000	7.642000	0.526859	0.051619
0.570000	7.579000	0.538002	0.054806
0.580000	7.520000	0.548919	0.058111
0.590000	7.470000	0.559598	0.061535
0.600000	7.429000	0.570028	0.065076
0.610000	7.402000	0.580198	0.068736
0.620000	7.389000	0.590098	0.072515
0.630000	7.390000	0.599717	0.076411
0.640000	7.405000	0.609050	0.080424
0.650000	7.432000	0.618087	0.084553
0.660000	7.468000	0.626822	0.088798
0.670000	7.510000	0.635270	0.093157
0.680000	7.553000	0.643441	0.097628
0.690000	7.594000	0.651339	0.102210
0.700000	7.631000	0.658966	0.106901
0.710000	7.659000	0.666326	0.111699
0.720000	7.678000	0.673423	0.116604
0.730000	7.686000	0.680258	0.121611
0.740000	7.685000	0.686837	0.126720
0.750000	7.676000	0.693161	0.131928
0.760000	7.661000	0.699234	0.137231
0.770000	7.642000	0.705061	0.142628
0.780000	7.623000	0.710643	0.148115
0.790000	7.606000	0.715985	0.153689
0.800000	7.593000	0.721091	0.159347
0.810000	7.584000	0.725963	0.165085
0.820000	7.582000	0.730606	0.170900
0.830000	7.583000	0.735023	0.176787
0.840000	7.588000	0.739218	0.182743
0.850000	7.594000	0.743195	0.188763
0.860000	7.598000	0.746957	0.194843
0.870000	7.599000	0.750508	0.200978
0.880000	7.594000	0.753853	0.207163
0.890000	7.582000	0.756994	0.213394
0.900000	7.563000	0.759937	0.219666
0.910000	7.536000	0.762685	0.225973
0.920000	7.505000	0.765242	0.232309
0.930000	7.470000	0.767611	0.238673
0.940000	7.434000	0.769797	0.245058
0.950000	7.400000	0.771807	0.251459
0.960000	7.371000	0.773646	0.257872
0.970000	7.348000	0.775323	0.264292
0.980000	7.334000	0.776843	0.270712
0.990000	7.327000	0.778215	0.277127
1.000000	7.329000	0.779446	0.283533
1.010000	7.338000	0.780545	0.289923
1.020000	7.351000	0.781520	0.296293
1.030000	7.367000	0.782380	0.302637
1.040000	7.383000	0.783136	0.308949
1.050000	7.398000	0.783796	0.315225
1.060000	7.409000	0.784372	0.321459
1.070000	7.416000	0.784873	0.327645
1.080000	7.420000	0.785311	0.333778
1.090000	7.420000	0.785697	0.339852
1.100000	7.419000	0.786043	0.345863
1.110000	7.420000	0.786362	0.351803
1.120000	7.423000	0.786664	0.357669
1.130000	7.432000	0.786965	0.363453
1.140000	7.448000	0.787272	0.369152
1.150000	7.471000	0.787584	0.374761
1.160000	7.502000	0.787914	0.380275
1.170000	7.540000	0.788276	0.385688
1.180000	7.581000	0.788684	0.390997
1.190000	7.625000	0.789147	0.396197
1.200000	7.666000	0.789678	0.401282
1.210000	7.702000	0.790284	0.406249
1.220000	7.730000	0.790974	0.411092
1.230000	7.746000	0.791754	0.415809
1.240000	7.749000	0.792628	0.420395
1.250000	7.739000	0.793601	0.424846
1.260000	7.715000	0.794675	0.429158
1.270000	7.680000	0.795851	0.433329
1.280000	7.636000	0.797129	0.437354
1.290000	7.586000	0.798507	0.441231
1.300000	7.535000	0.799983	0.444956
1.310000	7.484000	0.801553	0.448526
1.320000	7.438000	0.803208	0.451940
1.330000	7.398000	0.804935	0.455193
1.340000	7.366000	0.806732	0.458285
1.350000	7.343000	0.808595	0.461212
1.360000	7.326000	0.810523	0.463973
1.370000	7.316000	0.812513	0.466565
1.380000	7.309000	0.814562	0.468987
1.390000	7.303000	0.816666	0.471238
1.400000	7.296000	0.818822	0.473316
1.410000	7.285000	0.821026	0.475219
1.420000	7.269000	0.823275	0.476947
1.430000	7.247000	0.825565	0.478500
1.440000	7.218000	0.827890	0.479875
1.450000	7.184000	0.830246	0.481073
1.460000	7.147000	0.832628	0.482094
1.470000	7.107000	0.835031	0.482937
1.480000	7.067000	0.837451	0.483603
1.490000	7.030000	0.839879	0.484091
1.500000	6.996000	0.842303	0.484402
1.510000	6.968000	0.844717	0.484537
1.520000	6.946000	0.847114	0.484495
1.530000	6.930000	0.849486	0.484279
1.540000	6.918000	0.851829	0.483888
1.550000	6.911000	0.854135	0.483324
1.560000	6.906000	0.856400	0.482588
1.570000	6.903000	0.858615	0.481682
1.580000	6.898000	0.860778	0.480606
1.590000	6.892000	0.862880	0.479363
1.600000	6.883000	0.864918	0.477954
1.610000	6.872000	0.866885	0.476382
1.620000	6.858000	0.868777	0.474647
1.630000	6.843000	0.870589	0.472753
1.640000	6.828000	0.872316	0.470701
1.650000	6.814000	0.873953	0.468495
1.660000	6.802000	0.875496	0.466136
1.670000	6.794000	0.876940	0.463627
1.680000	6.790000	0.878281	0.460972
1.690000	6.791000	0.879516	0.458173
1.700000	6.797000	0.880639	0.455233
1.710000	6.807000	0.881646	0.452155
1.720000	6.820000	0.882534	0.448941
1.730000	6.836000	0.883301	0.445596
1.740000	6.852000	0.883945	0.442122
1.750000	6.868000	0.884465	0.438523
1.760000	6.884000	0.884859	0.434802
1.770000	6.897000	0.885125	0.430963
1.780000	6.909000	0.885262	0.427009
1.790000	6.918000	0.885268	0.422945
1.800000	6.926000	0.885140	0.418772
1.810000	6.933000	0.884876	0.414496
1.820000	6.938000	0.884475	0.410120
1.830000	6.943000	0.883934	0.405648
1.840000	6.949000	0.883250	0.401083
1.850000	6.954000	0.882421	0.396430
1.860000	6.959000	0.881444	0.391692
1.870000	6.963000	0.880318	0.386873
1.880000	6.966000	0.879038	0.381978
1.890000	6.967000	0.877603	0.377010
1.900000	6.965000	0.876008	0.371973
1.910000	6.960000	0.874253	0.366871
1.920000	6.951000	0.872332	0.361709
1.930000	6.938000	0.870243	0.356491
1.940000	6.923000	0.867984	0.351221
1.950000	6.904000	0.865549	0.345904
1.960000	6.884000	0.862937	0.340543
1.970000	6.863000	0.860146	0.335142
1.980000	6.843000	0.857180	0.329702
1.990000	6.824000	0.854036	0.324229
2.000000	6.808000	0.850706	0.318726
2.010000	6.794000	0.847189	0.313198
2.020000	6.784000	0.843479	0.307650
2.030000	6.776000	0.839573	0.302085
2.040000	6.770000	0.835469	0.296508
2.050000	6.765000	0.831163	0.290923
2.060000	6.761000	0.826653	0.285333
2.070000	6.755000	0.821939	0.279743
2.080000	6.747000	0.817019	0.274155
2.090000	6.736000	0.811892	0.268575
2.100000	6.721000	0.806559	0.263005
2.110000	6.703000	0.801018	0.257448
